transaction_amount,transaction_type,account_age_days,previous_failed_transactions,transaction_hour,location_risk_score,device_risk_score,is_international,average_daily_transaction_amount,fraud
53.15,payment,798,0,20,4.68,15.42,0,102.72,0
130.46,purchase,569,0,9,42.49,20.91,1,69.73,0
216.58,payment,267,1,19,31.24,48.11,0,210.14,0
1105.33,transfer,1494,1,1,29.1,48.16,0,378.65,0
1764.88,deposit,896,1,2,68.46,48.51,1,195.36,0
805.95,payment,560,0,8,16.78,30.2,1,469.25,1
1911.36,withdrawal,1391,0,20,38.66,63.99,0,363.01,0
2398.29,transfer,1443,1,0,28.0,40.68,0,450.27,0
472.88,purchase,1264,2,3,40.95,63.43,0,212.96,0
778.09,transfer,793,0,11,57.87,42.21,0,157.06,0
329.64,transfer,1084,1,19,52.02,45.4,0,145.48,0
809.85,payment,606,0,3,45.06,68.71,0,326.83,0
307.97,purchase,1293,0,18,11.95,27.17,1,107.67,0
1383.1,purchase,726,0,11,70.61,46.99,0,111.5,0
56.62,payment,1573,0,17,19.09,25.26,0,189.75,0
613.29,transfer,1196,1,17,28.07,27.16,0,284.41,0
827.53,purchase,505,0,22,25.42,58.6,0,173.54,0
1224.16,payment,1496,0,1,30.43,26.08,0,416.13,0
792.97,payment,1442,0,14,27.54,28.13,0,453.22,0
142.68,withdrawal,1355,1,10,27.84,21.08,0,53.34,0
1264.09,transfer,1389,3,8,58.43,58.28,0,315.96,0
263.01,payment,953,1,17,36.27,47.58,0,195.83,0
1376.91,transfer,1076,3,14,34.99,37.48,0,386.52,0
503.74,payment,870,1,10,40.15,34.74,0,320.94,0
692.88,transfer,382,0,16,40.59,9.77,0,278.19,0
211.51,purchase,1187,3,13,56.69,31.85,0,241.55,0
117.97,withdrawal,444,0,8,8.26,15.91,0,111.8,0
676.45,payment,569,1,8,13.65,43.99,0,654.92,0
222.0,purchase,708,0,6,2.15,35.31,1,135.45,0
444.95,payment,980,0,7,8.64,79.71,0,529.52,0
842.97,purchase,2017,1,11,47.63,42.29,0,349.46,0
691.83,transfer,705,2,4,28.91,18.63,0,200.65,0
137.25,purchase,2093,0,21,16.34,48.99,0,186.13,0
184.2,payment,1423,0,13,24.57,57.98,0,109.21,0
237.03,payment,1120,1,15,48.58,29.15,0,261.37,0
346.86,transfer,667,0,13,30.57,49.89,0,106.76,0
720.98,payment,987,0,21,29.81,32.86,0,427.05,0
529.8,payment,1024,1,19,35.4,29.41,0,291.19,0
224.37,purchase,1286,2,11,56.08,28.73,0,253.23,0
292.63,purchase,684,2,8,43.29,40.77,0,268.72,0
1330.71,payment,1443,0,22,14.44,38.87,0,296.68,0
343.25,purchase,935,0,14,48.51,43.3,1,218.13,0
424.08,purchase,1185,0,18,40.91,57.18,0,232.36,0
1711.18,purchase,900,1,3,67.96,54.6,0,555.75,1
1747.2,withdrawal,1663,0,8,28.45,89.42,0,407.62,0
572.53,withdrawal,586,1,6,20.82,46.03,1,342.59,0
320.53,transfer,1090,0,10,44.52,5.68,0,200.68,0
182.91,withdrawal,499,1,12,30.5,63.34,0,86.52,0
1964.63,purchase,1229,0,23,28.47,16.89,0,324.4,0
1299.29,payment,562,0,2,42.59,25.57,0,268.36,0
430.61,payment,847,1,22,64.45,29.35,0,229.87,0
508.29,payment,800,1,19,19.89,30.14,1,247.51,0
207.48,deposit,2330,1,9,17.77,4.37,0,139.62,0
653.64,transfer,677,1,6,42.0,69.2,0,160.91,0
1367.83,withdrawal,1448,0,20,22.51,32.0,0,408.0,0
119.71,purchase,261,0,3,44.18,25.7,0,73.85,0
1241.26,deposit,982,0,21,58.2,27.25,0,381.41,0
726.67,payment,1696,0,22,13.22,52.81,0,478.91,0
482.23,purchase,395,0,6,31.84,25.25,0,321.24,0
266.31,purchase,1420,1,13,6.35,15.51,0,313.96,0
213.19,payment,904,1,12,29.06,25.8,0,160.18,0
213.47,purchase,307,0,18,19.04,71.16,0,172.45,0
1131.77,transfer,1512,1,18,36.71,13.85,0,208.86,0
283.91,withdrawal,1256,1,23,43.6,75.56,0,124.69,0
239.09,transfer,631,0,1,27.42,67.27,0,166.08,0
240.63,payment,1291,2,19,31.11,63.79,0,267.9,0
170.05,payment,411,0,19,27.61,47.35,0,202.69,0
565.5,payment,728,0,17,51.43,31.57,0,279.0,0
1148.83,payment,970,1,5,73.17,64.64,0,407.3,0
540.48,withdrawal,947,0,17,24.76,11.04,0,277.98,0
894.13,transfer,1168,1,11,58.36,33.71,0,315.59,0
96.27,payment,2303,2,6,33.14,33.05,0,105.77,0
473.81,withdrawal,559,0,9,22.14,29.78,0,403.96,0
100.26,withdrawal,1057,0,9,14.21,50.22,0,104.23,0
673.01,transfer,1070,0,17,31.61,47.89,0,195.79,0
184.38,deposit,1575,0,4,39.49,38.03,0,143.26,0
171.92,transfer,944,1,5,82.78,58.52,0,86.8,0
264.74,purchase,361,0,8,59.18,33.95,0,271.21,0
1043.02,payment,1008,0,11,50.25,17.02,0,328.26,0
992.38,purchase,336,0,22,48.53,49.36,0,484.63,0
291.87,deposit,1508,2,6,47.96,34.94,0,289.5,0
113.74,purchase,965,0,21,12.23,39.2,0,165.57,0
342.58,withdrawal,1147,2,1,53.9,42.81,0,200.32,0
122.7,withdrawal,591,0,12,44.59,76.93,0,94.27,0
707.3,transfer,605,0,20,55.65,58.84,0,210.75,0
165.48,withdrawal,1249,0,7,28.64,35.19,0,251.48,0
1625.34,purchase,846,0,5,23.1,22.28,0,321.83,0
175.2,deposit,679,1,14,55.47,55.88,0,362.09,0
828.35,transfer,1696,1,5,37.07,38.83,0,316.92,0
281.33,payment,1020,1,0,16.33,49.41,0,156.73,0
405.31,withdrawal,725,0,1,41.36,5.18,0,134.49,0
1306.55,payment,1049,2,11,46.75,45.67,0,350.09,0
261.11,payment,786,3,12,70.17,27.78,1,85.1,0
1234.57,payment,1200,1,0,50.36,45.03,0,591.19,0
390.44,purchase,574,0,6,40.43,81.32,0,173.39,0
374.9,payment,1519,0,18,41.23,36.25,0,429.74,0
297.0,payment,786,1,13,29.1,57.59,0,189.25,0
1050.07,payment,491,0,14,38.67,31.79,0,331.86,0
265.12,purchase,521,0,17,28.59,32.92,0,137.01,0
962.28,withdrawal,874,0,21,49.78,38.34,1,258.67,1
382.02,payment,682,0,1,16.54,71.36,0,97.75,0
304.63,payment,443,0,11,40.2,23.87,0,296.75,0
194.6,withdrawal,456,0,4,54.3,27.8,0,135.77,0
314.63,payment,969,0,16,26.4,52.45,0,146.94,0
323.98,withdrawal,1076,0,9,22.82,21.91,0,205.53,0
2839.26,transfer,1001,1,3,79.64,48.7,1,226.25,1
837.99,deposit,1673,1,21,35.03,32.75,0,322.05,0
951.12,payment,1147,0,12,25.8,39.31,0,307.21,0
896.91,withdrawal,721,0,2,14.17,80.74,0,271.51,0
1341.91,payment,2981,0,5,60.18,28.49,0,380.85,0
189.12,deposit,619,0,17,36.4,37.31,0,303.21,0
228.94,deposit,416,1,11,41.55,23.38,0,313.42,0
639.57,purchase,1279,0,22,16.06,16.39,1,146.26,0
5567.43,transfer,2023,0,1,71.59,66.97,1,394.39,1
1094.88,payment,1399,0,1,55.05,44.22,0,372.11,0
435.78,purchase,851,1,16,55.47,23.33,0,277.71,0
437.19,purchase,652,0,7,7.73,72.23,0,365.89,0
227.68,payment,1239,1,20,14.3,43.71,0,249.24,0
1397.73,transfer,873,0,18,5.04,35.89,0,495.98,0
1504.91,transfer,828,1,0,49.2,52.41,0,265.76,0
385.48,purchase,1734,2,22,36.0,32.6,0,245.22,0
2618.08,withdrawal,367,0,22,24.94,32.21,1,304.24,0
2112.69,withdrawal,1121,0,5,63.79,32.37,0,543.67,0
597.75,withdrawal,674,1,14,58.52,28.38,0,192.22,0
2186.52,payment,950,1,15,45.28,54.21,1,295.01,0
838.22,transfer,609,2,0,28.53,57.03,0,199.26,1
453.01,payment,873,0,17,64.59,33.97,0,245.07,0
417.05,purchase,2506,0,23,14.36,29.29,0,165.2,0
574.08,transfer,1339,1,9,18.94,19.05,0,309.6,0
940.73,transfer,1238,1,23,38.86,65.34,0,255.48,0
521.3,payment,962,2,16,14.32,38.6,0,362.33,0
914.57,payment,923,0,17,27.49,66.12,0,408.36,0
611.49,withdrawal,992,0,13,16.69,29.47,1,436.9,0
287.73,payment,1180,1,16,40.91,69.01,0,203.09,0
1047.83,payment,1350,1,22,19.18,17.81,0,304.52,0
1034.18,purchase,2135,0,14,21.15,46.65,0,449.88,0
181.66,transfer,849,0,12,44.15,29.78,0,164.58,0
544.73,transfer,1715,0,4,14.23,27.35,0,268.41,0
783.01,transfer,2146,0,12,62.33,42.05,0,170.12,0
271.81,purchase,1397,0,20,24.29,54.15,0,540.29,0
435.34,payment,916,0,16,26.05,48.85,0,447.49,0
729.35,purchase,1401,0,17,51.63,23.56,0,328.68,0
1215.06,deposit,432,0,3,36.25,21.83,0,326.3,0
182.83,withdrawal,1978,2,20,43.8,27.91,0,178.25,0
1420.84,transfer,1457,1,12,86.18,27.96,0,471.9,0
512.28,purchase,898,2,10,17.22,21.57,0,221.22,0
527.48,transfer,867,0,1,35.53,32.69,0,186.96,0
808.63,transfer,484,2,21,47.38,58.26,0,418.61,0
1362.37,transfer,1558,1,15,50.87,58.68,0,211.2,0
267.19,payment,876,1,7,42.96,42.36,0,190.79,0
136.46,payment,2057,0,12,20.6,21.47,0,371.97,0
355.77,transfer,429,0,21,10.5,71.33,0,140.45,0
607.62,payment,615,1,20,16.43,34.79,0,330.54,0
1675.79,transfer,581,2,7,65.8,31.13,1,269.85,1
909.83,withdrawal,250,2,19,8.05,46.46,0,357.79,0
813.66,deposit,243,0,0,52.96,27.38,0,313.93,0
1625.35,payment,1281,0,10,28.16,18.71,1,695.38,0
2598.15,withdrawal,534,2,13,23.64,14.75,1,281.62,0
947.87,transfer,616,0,15,23.31,44.68,1,210.89,0
1468.63,payment,550,0,0,27.21,51.99,0,256.15,0
826.36,payment,792,0,7,52.21,54.58,0,312.38,0
1023.12,payment,1867,2,6,37.95,19.36,0,526.31,0
437.24,payment,1180,0,9,19.95,75.19,0,340.34,0
610.65,payment,1041,0,16,53.76,46.93,0,173.55,0
15000.0,transfer,951,0,1,17.18,22.67,1,1133.28,1
2094.59,transfer,733,0,17,25.27,26.99,1,400.63,0
1119.83,payment,738,0,2,62.92,51.8,0,168.57,1
211.72,payment,1017,1,12,56.38,24.21,0,146.8,0
297.33,payment,1772,2,19,11.03,17.42,0,133.14,0
648.47,transfer,708,1,21,26.66,29.21,0,249.91,0
655.33,payment,1478,0,23,30.87,37.3,0,254.84,0
1190.03,transfer,562,0,10,15.82,10.08,1,184.94,0
105.73,payment,1277,0,11,47.31,27.28,0,123.29,0
246.37,payment,1740,1,21,35.22,45.57,0,148.44,0
581.65,deposit,917,1,3,33.18,7.12,0,343.48,0
430.81,payment,736,2,21,8.57,28.73,0,223.01,0
735.15,payment,1274,1,2,50.52,54.72,0,156.88,0
539.33,payment,1961,0,2,34.73,19.29,0,269.41,0
494.47,deposit,1448,0,1,51.54,40.48,0,293.4,0
2347.81,withdrawal,2084,0,5,30.63,43.42,0,308.23,0
1415.92,withdrawal,959,3,21,63.93,59.99,0,264.68,1
4443.28,deposit,931,0,4,21.5,20.74,1,245.93,0
497.31,payment,453,0,10,14.04,48.02,0,434.5,0
106.38,deposit,721,1,19,11.38,24.63,0,151.52,0
165.21,payment,899,2,21,15.3,14.86,0,230.84,0
160.22,withdrawal,941,0,10,72.69,11.49,0,92.62,0
195.97,transfer,1264,1,8,33.78,13.86,0,216.61,0
471.16,transfer,756,0,11,21.06,35.83,0,278.27,0
429.43,deposit,778,0,14,17.33,52.42,0,370.29,0
54.36,payment,2249,2,7,25.65,41.26,0,94.22,0
344.93,deposit,255,0,16,22.0,69.21,0,274.46,0
2363.18,transfer,299,1,19,44.48,34.16,0,562.27,1
231.32,withdrawal,606,2,1,55.32,57.88,0,44.21,0
530.66,deposit,291,0,19,12.58,51.89,0,318.85,0
131.81,payment,327,0,16,31.21,46.23,0,137.63,0
300.58,deposit,801,0,1,62.66,55.01,1,216.8,0
1211.99,withdrawal,1103,0,19,49.65,58.48,0,323.63,0
283.92,purchase,787,0,11,37.78,8.28,0,189.13,0
806.57,payment,1133,0,0,22.39,23.79,0,289.22,0
1599.14,transfer,1354,1,1,49.6,26.71,0,281.42,0
754.1,withdrawal,1045,0,1,66.62,47.44,0,248.18,0
370.7,transfer,1132,0,9,50.52,36.89,0,130.23,0
290.26,payment,834,1,12,12.37,43.29,0,179.3,0
1884.7,payment,756,0,5,31.45,20.48,0,588.54,0
706.56,purchase,276,2,23,81.45,52.94,0,210.04,1
908.86,payment,1386,1,0,52.53,33.16,0,222.29,0
761.19,purchase,1023,0,23,30.84,12.69,0,221.73,0
722.29,deposit,1093,0,3,26.71,45.21,0,366.13,0
968.73,payment,441,2,2,16.45,41.34,0,462.85,0
621.93,payment,625,0,11,24.37,63.85,1,227.53,0
368.08,withdrawal,813,1,18,39.41,12.66,0,250.83,0
568.26,payment,532,0,15,36.98,38.19,1,274.53,1
294.7,withdrawal,1038,0,19,28.73,24.97,0,384.8,0
432.36,withdrawal,1005,0,10,31.52,17.93,0,251.37,0
398.78,withdrawal,975,0,21,26.49,23.85,0,264.14,0
1080.89,transfer,1376,1,18,23.39,51.51,0,193.58,0
568.49,withdrawal,1049,1,1,44.49,70.08,0,292.3,1
367.35,withdrawal,1675,0,12,3.84,32.09,1,330.79,0
596.5,payment,1066,1,23,23.37,24.02,0,341.21,0
1628.62,withdrawal,686,2,17,22.27,63.32,1,546.59,1
214.19,purchase,933,0,19,25.46,52.04,0,173.13,0
187.02,withdrawal,214,1,17,53.8,28.4,0,256.23,0
247.44,transfer,1099,1,14,39.65,26.87,0,228.24,0
1443.62,payment,634,0,8,53.23,37.32,0,501.41,0
3025.49,payment,994,0,1,60.08,34.53,0,347.16,0
205.64,payment,681,1,7,10.79,42.36,0,111.06,0
1155.42,payment,532,2,5,38.63,24.12,1,185.71,0
273.38,deposit,1912,1,17,25.24,54.61,0,215.48,0
125.32,payment,675,0,8,64.78,35.21,0,119.51,0
1534.88,purchase,617,0,8,24.21,80.0,1,265.22,0
1766.72,payment,1288,1,20,44.03,14.42,1,197.64,0
1595.77,payment,801,1,4,64.11,54.59,0,557.59,1
884.25,transfer,651,1,18,28.4,50.68,0,291.22,0
560.85,payment,1304,0,8,63.43,45.99,1,211.49,0
411.63,purchase,920,1,22,31.1,14.76,0,156.44,0
497.22,deposit,1383,1,22,18.82,44.74,0,246.09,0
442.06,purchase,1702,0,10,31.21,39.78,0,481.71,0
395.42,payment,792,1,18,36.74,44.97,0,229.47,0
354.06,purchase,1256,0,22,27.14,19.99,1,247.1,0
978.5,payment,1739,2,14,37.66,34.73,0,676.88,0
547.33,purchase,1949,0,21,41.96,58.57,0,408.85,0
1019.39,transfer,714,1,16,24.35,79.75,0,287.39,0
4054.7,transfer,1474,0,0,32.46,35.62,1,362.8,1
457.62,payment,301,0,14,65.27,13.24,0,300.58,0
1166.3,payment,1059,1,5,39.68,21.83,0,292.96,0
217.17,payment,471,1,14,30.76,9.01,0,107.94,0
291.1,purchase,792,1,19,19.71,22.65,0,145.75,0
484.94,purchase,2340,0,4,59.1,48.5,0,273.47,0
247.12,deposit,1396,1,15,17.99,39.67,0,163.53,0
1000.24,payment,477,2,12,55.59,71.84,0,246.21,1
196.73,withdrawal,554,1,5,32.97,13.01,0,139.14,0
300.92,payment,1540,0,18,18.89,51.01,0,410.36,0
1602.77,transfer,1517,0,18,57.24,16.35,1,173.11,0
2007.03,payment,1554,1,0,33.52,66.62,1,156.21,1
154.69,payment,1057,1,7,62.19,66.77,0,123.74,0
1149.08,withdrawal,1393,1,1,55.78,37.25,1,339.48,0
279.79,payment,809,0,14,56.93,47.59,0,246.05,0
321.92,transfer,792,1,21,45.32,54.21,0,403.55,0
894.21,withdrawal,1030,0,22,59.56,71.72,0,194.21,0
340.72,payment,645,1,9,49.37,18.55,0,143.85,0
1459.42,deposit,595,0,5,91.07,27.94,0,240.95,0
353.44,transfer,1220,2,7,11.02,52.69,0,439.85,0
450.86,purchase,1269,1,1,66.98,17.58,0,106.55,0
572.19,withdrawal,602,0,8,38.38,48.93,0,284.42,0
544.24,purchase,716,1,15,19.65,14.42,0,297.6,0
272.61,purchase,1142,1,0,39.75,22.08,0,472.62,0
231.27,purchase,1098,0,17,18.82,56.42,0,166.98,0
117.6,withdrawal,1057,0,20,53.87,57.84,0,102.83,0
183.09,payment,617,0,7,30.79,74.5,0,203.48,0
1388.94,payment,2487,0,18,34.99,28.43,0,360.45,0
1211.01,withdrawal,759,3,11,16.64,68.03,0,253.43,0
1226.45,payment,1163,0,23,19.05,56.52,0,311.9,0
76.73,payment,531,1,12,23.33,69.26,0,148.36,0
357.15,payment,920,0,14,11.21,49.82,1,223.03,0
1401.71,transfer,595,0,19,13.89,23.08,0,257.78,0
346.28,payment,745,2,6,22.37,38.35,1,114.78,0
239.32,withdrawal,1066,2,16,24.29,36.53,0,257.07,0
730.33,purchase,1662,0,20,21.47,39.29,1,213.31,0
2167.02,purchase,708,0,6,12.31,27.86,1,760.92,0
184.09,payment,1043,0,19,33.67,15.23,0,248.71,0
736.06,transfer,1156,1,6,21.37,38.21,0,484.43,0
277.13,withdrawal,1295,0,14,47.26,36.06,0,310.83,0
2010.44,transfer,352,0,7,45.7,21.48,0,234.82,0
542.06,withdrawal,1381,0,15,24.27,57.85,0,451.61,0
250.46,payment,1162,1,3,55.48,31.81,0,137.67,0
185.43,deposit,1056,2,19,39.71,35.86,0,201.31,0
1979.96,payment,2411,0,3,24.69,37.1,0,370.18,0
32.41,purchase,668,2,8,16.83,31.08,0,74.14,0
428.82,withdrawal,1100,0,19,52.21,18.86,0,244.9,0
915.59,payment,2174,0,2,37.63,38.76,0,243.92,0
489.64,purchase,1578,0,19,39.04,28.57,0,280.18,0
376.87,payment,790,0,9,28.55,58.85,0,224.18,0
255.15,purchase,1049,1,6,5.93,36.42,0,363.36,0
319.0,withdrawal,1064,1,19,30.07,65.0,0,171.08,0
723.25,payment,845,0,20,11.68,45.98,0,386.4,0
227.25,payment,485,0,20,33.16,46.53,0,146.18,0
390.2,purchase,796,0,13,29.64,45.12,0,290.33,0
2474.78,payment,1201,0,4,33.27,31.76,0,427.17,0
369.61,purchase,788,1,17,39.37,42.49,0,163.84,0
213.58,purchase,920,0,16,54.95,76.31,0,183.48,0
622.37,withdrawal,1671,0,21,56.31,21.83,0,392.54,0
489.09,payment,923,1,17,44.89,22.95,0,271.31,0
85.4,purchase,950,1,7,30.0,68.25,0,103.48,0
312.59,deposit,1007,0,10,39.96,40.05,0,276.14,0
618.21,payment,754,1,15,42.23,29.25,0,335.58,0
333.67,payment,1401,0,18,33.39,45.22,0,399.91,0
1726.32,payment,532,1,7,22.58,40.68,1,287.17,0
1059.84,transfer,753,0,6,11.11,42.43,0,315.53,0
224.27,purchase,1052,1,21,37.46,26.31,0,506.4,0
2223.81,transfer,810,0,23,10.26,15.52,0,375.13,0
608.64,withdrawal,1867,0,7,83.74,68.16,0,113.78,0
1317.41,payment,955,0,1,30.74,52.2,1,220.33,0
172.64,payment,943,0,15,63.43,16.84,0,233.83,0
2508.28,payment,602,3,0,47.34,64.76,0,419.24,1
810.04,purchase,818,0,4,29.55,32.47,0,440.93,0
836.73,withdrawal,1373,0,12,46.86,78.85,0,284.48,0
848.38,transfer,684,0,8,25.36,38.49,0,265.38,0
348.49,purchase,396,0,1,24.03,38.32,0,217.08,0
667.23,payment,883,0,8,21.67,42.41,0,411.99,0
140.92,payment,975,0,16,26.02,41.26,0,168.53,0
127.52,payment,776,1,18,17.44,17.12,0,201.53,0
733.4,deposit,1682,1,18,37.45,55.34,0,411.4,0
562.24,purchase,2337,0,6,31.93,20.66,0,409.12,0
464.94,withdrawal,1049,1,15,2.06,29.15,1,644.12,0
1253.76,payment,814,0,7,5.55,36.4,1,245.32,0
168.34,payment,1201,1,15,31.11,41.64,0,218.66,0
791.29,withdrawal,1688,0,0,13.61,5.78,0,229.14,0
227.18,transfer,709,0,9,69.43,43.61,0,110.15,0
163.26,deposit,1341,0,7,30.9,64.42,0,81.07,0
1174.37,purchase,883,0,16,13.72,30.27,1,286.71,0
562.99,transfer,1535,1,6,34.88,42.73,0,210.86,0
306.51,purchase,602,0,7,4.15,45.47,0,174.33,0
381.3,deposit,1783,1,13,13.28,28.27,1,263.63,0
995.05,transfer,1064,0,15,47.55,7.42,0,289.8,0
440.53,withdrawal,1200,1,9,6.74,25.66,0,237.42,0
464.1,purchase,556,0,21,15.84,4.44,0,240.31,0
1252.66,payment,548,0,23,52.86,17.83,0,209.68,0
2692.35,purchase,1113,1,14,68.22,52.22,1,347.09,1
279.77,payment,1216,0,13,29.81,25.77,0,194.93,0
636.77,withdrawal,848,1,12,25.17,25.0,0,156.53,0
461.88,purchase,1274,0,1,50.31,67.91,0,205.5,0
652.24,withdrawal,554,0,9,33.15,28.7,1,280.79,0
1097.9,transfer,468,0,19,41.08,34.16,0,356.63,0
855.03,withdrawal,1010,1,16,38.64,28.91,0,551.62,0
1602.21,payment,544,0,1,64.87,12.83,0,264.23,1
1990.78,payment,402,1,3,61.21,38.84,0,487.25,1
299.77,payment,625,0,20,22.43,54.85,1,187.09,0
311.61,withdrawal,1197,0,17,16.04,47.76,1,171.39,0
1616.14,transfer,1054,0,9,27.88,50.83,1,309.04,0
505.22,payment,1697,1,22,47.96,48.12,0,329.93,0
744.53,purchase,1087,0,1,32.41,60.0,0,276.52,0
1371.02,transfer,564,1,18,30.29,44.77,0,769.05,0
2534.5,transfer,1233,1,23,15.83,33.71,1,192.13,0
960.27,transfer,699,1,10,27.74,36.21,0,445.11,0
153.73,payment,840,1,11,17.97,47.96,0,173.66,0
963.0,purchase,706,3,5,24.59,54.47,1,341.86,1
1445.62,transfer,526,0,20,38.74,67.87,1,259.02,1
464.32,payment,2902,0,17,11.97,21.73,1,285.23,0
154.42,deposit,649,0,10,58.21,12.04,0,310.53,0
667.97,purchase,374,1,5,27.25,54.19,0,263.43,0
462.09,purchase,1300,0,11,57.2,59.97,0,239.9,0
110.81,purchase,324,0,10,36.24,34.19,0,97.54,0
492.91,purchase,886,1,8,36.85,28.59,0,381.96,0
488.54,transfer,1389,0,20,37.3,7.31,0,133.78,0
394.23,withdrawal,493,0,8,20.41,46.26,0,212.06,0
417.61,withdrawal,955,0,2,20.55,39.26,0,294.71,0
222.5,payment,824,0,19,42.1,32.11,0,146.31,0
541.08,payment,644,0,17,24.89,17.81,0,239.78,0
484.98,payment,1700,1,0,43.08,64.39,0,362.38,0
682.99,withdrawal,821,1,16,51.62,78.44,0,209.74,1
357.53,purchase,1288,0,11,44.67,60.3,0,241.65,0
233.69,purchase,1442,2,16,52.06,16.09,1,160.97,0
1327.69,payment,868,0,6,60.21,39.7,1,221.59,0
264.28,payment,570,0,4,38.38,62.16,0,135.67,0
659.19,transfer,1458,1,13,17.88,67.54,0,278.94,0
1461.19,transfer,887,0,1,28.01,29.55,1,119.88,0
592.76,purchase,932,0,5,35.96,28.55,0,188.68,0
494.14,purchase,796,0,1,50.78,68.8,0,260.06,0
641.76,purchase,1434,1,8,27.13,54.82,0,232.35,0
282.19,purchase,279,1,21,49.37,48.49,0,302.16,0
213.79,deposit,536,2,12,19.22,49.92,0,242.02,0
322.6,transfer,937,0,17,13.31,35.56,0,97.34,0
175.85,payment,577,0,17,10.27,30.22,0,145.08,0
487.43,payment,795,1,3,21.03,43.96,0,254.37,0
1690.25,transfer,1523,2,22,31.95,26.27,0,405.43,0
394.68,payment,1514,2,3,34.01,30.55,0,373.07,0
4058.85,payment,852,0,5,42.13,42.48,0,759.42,0
121.49,deposit,1086,0,15,50.07,51.98,0,198.93,0
574.3,payment,1077,0,11,45.38,64.53,0,356.89,0
179.11,deposit,578,0,5,31.65,30.65,0,345.56,0
695.54,purchase,189,0,8,14.2,50.78,0,495.59,0
351.39,withdrawal,1212,1,9,35.0,13.74,0,434.98,0
326.15,withdrawal,608,0,14,36.74,13.71,1,288.37,0
395.22,transfer,773,0,18,30.51,20.49,0,330.82,0
250.71,withdrawal,382,1,8,52.67,67.79,0,302.66,0
358.26,payment,1306,0,9,31.81,69.03,0,249.96,0
825.19,deposit,1437,1,2,69.95,23.98,0,320.13,0
1068.27,payment,1105,0,22,57.17,56.36,0,274.96,0
298.27,payment,958,1,14,34.66,79.16,0,269.66,0
1181.48,purchase,754,0,6,45.89,55.99,0,506.11,0
897.29,withdrawal,1321,0,0,42.91,10.79,0,290.92,0
1628.9,transfer,1884,1,22,43.11,31.04,0,264.27,0
322.85,withdrawal,649,1,1,61.66,37.72,0,235.61,0
900.4,payment,862,0,4,48.66,36.33,0,226.24,0
634.89,withdrawal,561,1,21,32.8,47.42,1,142.97,0
220.41,payment,960,0,8,14.6,51.81,0,250.07,0
1059.87,payment,791,0,20,20.86,51.31,0,414.77,0
269.03,payment,891,1,13,49.28,27.03,0,196.19,0
1256.78,transfer,1329,0,13,23.1,22.02,0,604.96,0
358.61,transfer,1498,0,22,22.04,53.82,0,76.33,0
3115.43,transfer,519,0,0,44.09,42.59,0,314.69,1
332.14,payment,1072,0,8,55.4,40.04,0,279.65,0
999.45,payment,1702,3,8,32.1,18.43,1,502.02,0
895.3,transfer,1178,0,17,44.31,79.12,0,186.14,0
173.95,payment,584,0,8,45.16,30.25,0,134.78,0
731.92,withdrawal,1468,0,21,64.04,16.95,0,229.95,0
225.33,deposit,1215,1,17,37.91,42.61,0,213.26,0
657.07,transfer,1162,0,21,33.73,9.65,1,109.38,0
849.55,purchase,851,3,19,10.63,53.13,1,265.39,0
244.04,payment,1130,1,17,36.69,43.21,0,205.04,0
617.58,payment,2821,0,8,35.35,28.44,0,459.87,0
243.2,purchase,349,0,17,40.99,56.83,0,267.38,0
143.3,purchase,769,1,10,33.88,27.54,0,175.06,0
333.87,purchase,805,1,8,48.55,51.61,0,252.18,0
551.3,payment,236,1,5,19.77,33.89,0,277.21,0
658.56,purchase,2207,2,21,43.16,52.28,0,328.43,0
511.8,transfer,561,2,17,55.17,59.16,0,257.85,0
4163.64,payment,544,1,1,40.39,37.18,0,591.08,1
96.52,payment,430,0,8,6.99,53.08,0,140.68,0
285.75,deposit,765,0,13,9.42,30.22,1,203.44,0
279.02,payment,1159,0,16,16.76,36.22,0,175.42,0
541.81,purchase,927,0,7,26.89,25.55,0,217.87,0
382.64,withdrawal,601,3,16,46.47,62.36,0,292.43,1
1743.67,purchase,1131,0,6,12.33,40.2,1,283.24,0
1769.43,purchase,932,0,3,55.4,45.7,0,324.86,0
913.29,purchase,1612,0,2,37.77,32.09,0,266.64,0
1310.02,payment,687,1,21,14.6,54.4,1,273.91,0
518.52,payment,656,0,15,29.87,67.6,0,269.09,0
276.31,withdrawal,1358,0,19,36.92,33.56,0,208.34,0
302.74,transfer,551,1,12,11.07,36.09,0,201.15,0
170.9,payment,423,0,13,18.77,32.2,0,173.73,0
664.04,payment,918,0,6,20.21,41.09,1,332.52,0
395.98,transfer,1176,0,2,26.14,35.54,0,84.35,0
773.85,payment,407,1,17,25.0,59.92,0,271.21,0
919.89,payment,1425,1,4,35.72,17.03,1,359.94,0
512.28,purchase,385,3,20,37.33,46.14,1,401.99,0
377.81,payment,704,2,2,33.69,43.34,0,70.46,0
999.91,deposit,930,0,23,38.94,34.53,1,211.37,0
234.76,deposit,1682,0,11,33.83,3.35,0,178.61,0
239.02,payment,1729,1,6,42.6,47.35,0,203.23,0
2281.73,purchase,1012,1,6,12.02,47.22,1,439.41,0
369.54,withdrawal,761,1,16,33.28,74.0,0,179.15,0
1671.06,withdrawal,783,1,19,5.26,17.52,1,359.56,0
623.68,payment,2106,1,11,54.95,14.79,0,272.92,0
